	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-ConsensusClassification	9-Clustering_97	10-TaxaFilter_97	11-MultipletonsFilter_97	12-Subsampling_97	13-Lulu_97	14-RareSeqsFilter_97
105171	24448	19347	19347	19347 (11369 uniques)	17930 (568 uniques)	14535 (415 uniques)	14532 (414 uniques)	14532 (414 uniques)	14532 (414 uniques)	14532 (414 uniques)	14532 (351 uniques)	14445 (347 uniques)	14445 (347 uniques)	3700 (338 uniques)	3700 (338 uniques)	3695 (335 uniques)
105172	15441	12276	12276	12276 (6241 uniques)	10866 (273 uniques)	9361 (163 uniques)	9341 (156 uniques)	9341 (156 uniques)	9341 (156 uniques)	9341 (156 uniques)	9341 (147 uniques)	8484 (134 uniques)	8484 (134 uniques)	3700 (130 uniques)	3700 (130 uniques)	3688 (122 uniques)
105173	9599	7587	7587	7587 (2868 uniques)	7459 (37 uniques)	7372 (39 uniques)	7372 (35 uniques)	7372 (35 uniques)	7372 (35 uniques)	7372 (35 uniques)	7372 (27 uniques)	7285 (26 uniques)	7285 (26 uniques)	3700 (26 uniques)	3700 (26 uniques)	3700 (26 uniques)
105174	9506	7689	7689	7689 (2513 uniques)	7547 (20 uniques)	7535 (20 uniques)	7535 (18 uniques)	7535 (18 uniques)	7535 (18 uniques)	7535 (18 uniques)	7535 (16 uniques)	7503 (14 uniques)	7503 (14 uniques)	3700 (14 uniques)	3700 (14 uniques)	3700 (14 uniques)
105175	19791	15796	15796	15796 (4752 uniques)	15612 (20 uniques)	15591 (26 uniques)	15591 (19 uniques)	15591 (19 uniques)	15591 (19 uniques)	15591 (19 uniques)	15591 (16 uniques)	15520 (14 uniques)	15520 (14 uniques)	3700 (14 uniques)	3700 (14 uniques)	3700 (14 uniques)
105176	2416	1781	1781	1781 (614 uniques)	1690 (7 uniques)	1677 (4 uniques)	1677 (4 uniques)	1677 (4 uniques)	1677 (4 uniques)	1677 (4 uniques)	1677 (4 uniques)	1665 (3 uniques)	1665 (3 uniques)	/	/	/
105177	27626	21942	21942	21942 (14543 uniques)	19812 (614 uniques)	14766 (435 uniques)	14766 (430 uniques)	14766 (430 uniques)	14766 (430 uniques)	14766 (430 uniques)	14766 (349 uniques)	14703 (347 uniques)	14703 (347 uniques)	3700 (342 uniques)	3700 (342 uniques)	3695 (339 uniques)
105178	38677	31303	31303	31303 (13375 uniques)	29256 (373 uniques)	27471 (280 uniques)	27467 (261 uniques)	27357 (258 uniques)	27357 (258 uniques)	27357 (258 uniques)	27357 (212 uniques)	27006 (196 uniques)	27006 (196 uniques)	3700 (153 uniques)	3700 (153 uniques)	3693 (147 uniques)
105179	93852	77138	77138	77138 (23157 uniques)	75786 (301 uniques)	73228 (295 uniques)	73228 (278 uniques)	71829 (230 uniques)	71829 (230 uniques)	71829 (230 uniques)	71829 (155 uniques)	20696 (141 uniques)	20696 (141 uniques)	3700 (133 uniques)	3700 (133 uniques)	3681 (120 uniques)
105180	46975	37775	37775	37775 (20766 uniques)	35836 (1606 uniques)	29268 (1225 uniques)	29240 (1216 uniques)	29194 (1214 uniques)	29194 (1214 uniques)	29194 (1214 uniques)	29194 (1083 uniques)	28112 (1062 uniques)	28112 (1062 uniques)	3700 (874 uniques)	3700 (874 uniques)	3568 (772 uniques)
105181	39353	32685	32685	32685 (14898 uniques)	32077 (787 uniques)	30624 (680 uniques)	30624 (677 uniques)	30624 (677 uniques)	30624 (677 uniques)	30624 (677 uniques)	30624 (592 uniques)	30443 (583 uniques)	30443 (583 uniques)	3700 (494 uniques)	3700 (494 uniques)	3634 (445 uniques)
105182	37068	29102	29102	29102 (9382 uniques)	27912 (236 uniques)	26463 (164 uniques)	26463 (159 uniques)	26430 (155 uniques)	26430 (155 uniques)	26430 (155 uniques)	26430 (135 uniques)	4101 (129 uniques)	4101 (129 uniques)	3700 (129 uniques)	3700 (129 uniques)	3700 (129 uniques)
105183	39117	32367	32367	32367 (8303 uniques)	31274 (170 uniques)	30373 (123 uniques)	30370 (116 uniques)	30275 (110 uniques)	30275 (110 uniques)	30275 (110 uniques)	30275 (93 uniques)	2848 (86 uniques)	2848 (86 uniques)	/	/	/
105184	48343	38882	38882	38882 (19159 uniques)	35576 (743 uniques)	32446 (514 uniques)	32388 (495 uniques)	32373 (494 uniques)	32373 (494 uniques)	32373 (494 uniques)	32373 (442 uniques)	29835 (381 uniques)	29835 (381 uniques)	3700 (288 uniques)	3700 (288 uniques)	3668 (265 uniques)
105185	54983	44111	44111	44111 (18074 uniques)	41352 (480 uniques)	38632 (337 uniques)	38609 (324 uniques)	38401 (315 uniques)	38401 (315 uniques)	38401 (315 uniques)	38401 (277 uniques)	35179 (244 uniques)	35179 (244 uniques)	3700 (152 uniques)	3700 (152 uniques)	3688 (143 uniques)
105186	28876	22890	22890	22890 (15958 uniques)	20181 (606 uniques)	13936 (399 uniques)	13936 (391 uniques)	13936 (391 uniques)	13936 (391 uniques)	13936 (391 uniques)	13936 (331 uniques)	13765 (322 uniques)	13765 (322 uniques)	3700 (310 uniques)	3700 (310 uniques)	3693 (305 uniques)
105187	5689	4466	4466	4466 (1960 uniques)	4382 (96 uniques)	4275 (87 uniques)	4275 (87 uniques)	4275 (87 uniques)	4275 (87 uniques)	4275 (87 uniques)	4275 (77 uniques)	4019 (73 uniques)	4019 (73 uniques)	3700 (73 uniques)	3700 (73 uniques)	3700 (73 uniques)
105188	54248	43248	43248	43248 (22187 uniques)	41329 (819 uniques)	37844 (658 uniques)	37839 (651 uniques)	37727 (648 uniques)	37727 (648 uniques)	37727 (648 uniques)	37727 (566 uniques)	37565 (558 uniques)	37565 (558 uniques)	3700 (467 uniques)	3700 (467 uniques)	3672 (439 uniques)
105189	55011	45328	45328	45328 (25739 uniques)	43019 (931 uniques)	37396 (734 uniques)	37386 (715 uniques)	37386 (715 uniques)	37386 (715 uniques)	37386 (715 uniques)	37386 (544 uniques)	37269 (539 uniques)	37269 (539 uniques)	3700 (460 uniques)	3700 (460 uniques)	3672 (440 uniques)
105190	51638	40964	40964	40964 (26419 uniques)	37381 (1065 uniques)	28222 (748 uniques)	28222 (728 uniques)	28222 (728 uniques)	28222 (728 uniques)	28222 (728 uniques)	28222 (602 uniques)	28047 (598 uniques)	28047 (598 uniques)	3700 (512 uniques)	3700 (512 uniques)	3689 (502 uniques)
105191	44015	35054	35054	35054 (23022 uniques)	32028 (851 uniques)	23942 (623 uniques)	23935 (603 uniques)	23935 (603 uniques)	23935 (603 uniques)	23935 (603 uniques)	23935 (479 uniques)	23857 (474 uniques)	23857 (474 uniques)	3700 (439 uniques)	3700 (439 uniques)	3694 (434 uniques)
105192	62574	47243	47243	47243 (16388 uniques)	45229 (412 uniques)	42548 (307 uniques)	42548 (302 uniques)	42518 (300 uniques)	42518 (300 uniques)	42518 (300 uniques)	42518 (252 uniques)	13056 (246 uniques)	13056 (246 uniques)	3700 (228 uniques)	3700 (228 uniques)	3690 (221 uniques)
105193	32651	25921	25921	25921 (11570 uniques)	24385 (329 uniques)	22260 (238 uniques)	22260 (231 uniques)	22237 (227 uniques)	22237 (227 uniques)	22237 (227 uniques)	22237 (191 uniques)	10164 (186 uniques)	10164 (186 uniques)	3700 (179 uniques)	3700 (179 uniques)	3695 (174 uniques)
105194	41001	32464	32464	32464 (15506 uniques)	30007 (445 uniques)	27880 (336 uniques)	27880 (318 uniques)	27768 (311 uniques)	27768 (311 uniques)	27768 (311 uniques)	27768 (265 uniques)	27517 (245 uniques)	27517 (245 uniques)	3700 (184 uniques)	3700 (184 uniques)	3684 (171 uniques)
105195	29803	23752	23752	23752 (14908 uniques)	21237 (812 uniques)	16942 (569 uniques)	16934 (563 uniques)	16881 (559 uniques)	16881 (559 uniques)	16881 (559 uniques)	16881 (512 uniques)	16051 (501 uniques)	16051 (501 uniques)	3700 (469 uniques)	3700 (469 uniques)	3596 (400 uniques)
105196	37789	30662	30662	30662 (18456 uniques)	28586 (801 uniques)	23451 (619 uniques)	23451 (599 uniques)	23451 (599 uniques)	23451 (599 uniques)	23451 (599 uniques)	23451 (477 uniques)	23386 (473 uniques)	23386 (473 uniques)	3700 (439 uniques)	3700 (439 uniques)	3695 (435 uniques)
105197	33194	27051	27051	27051 (17516 uniques)	24395 (722 uniques)	18742 (516 uniques)	18742 (507 uniques)	18742 (507 uniques)	18742 (507 uniques)	18742 (507 uniques)	18742 (422 uniques)	18588 (416 uniques)	18588 (416 uniques)	3700 (398 uniques)	3700 (398 uniques)	3681 (383 uniques)
105198	69187	57020	57020	57020 (9920 uniques)	56509 (74 uniques)	56262 (67 uniques)	56262 (64 uniques)	56209 (61 uniques)	56209 (61 uniques)	56209 (61 uniques)	56209 (45 uniques)	1441 (35 uniques)	1441 (35 uniques)	/	/	/
105199	23145	18545	18545	18545 (9248 uniques)	17929 (696 uniques)	16429 (587 uniques)	16381 (577 uniques)	16362 (576 uniques)	16362 (576 uniques)	16362 (576 uniques)	16362 (503 uniques)	15897 (484 uniques)	15897 (484 uniques)	3700 (455 uniques)	3700 (455 uniques)	3679 (443 uniques)
105200	46184	37790	37790	37790 (8693 uniques)	37322 (39 uniques)	35603 (39 uniques)	35546 (31 uniques)	35546 (31 uniques)	35546 (31 uniques)	35546 (31 uniques)	35546 (22 uniques)	35474 (20 uniques)	35474 (20 uniques)	3700 (15 uniques)	3700 (15 uniques)	3698 (14 uniques)
105201	42985	34342	34342	34342 (15312 uniques)	33388 (273 uniques)	31476 (241 uniques)	31467 (226 uniques)	31373 (221 uniques)	31373 (221 uniques)	31373 (221 uniques)	31373 (138 uniques)	31225 (132 uniques)	31225 (132 uniques)	3700 (119 uniques)	3700 (119 uniques)	3693 (114 uniques)
105202	53651	43309	43309	43309 (14782 uniques)	41462 (342 uniques)	38614 (249 uniques)	38605 (240 uniques)	38536 (235 uniques)	38536 (235 uniques)	38536 (235 uniques)	38536 (192 uniques)	8266 (184 uniques)	8266 (184 uniques)	3700 (181 uniques)	3700 (181 uniques)	3688 (173 uniques)
105203	45892	36915	36915	36915 (24526 uniques)	33648 (880 uniques)	25406 (663 uniques)	25353 (643 uniques)	25353 (643 uniques)	25353 (643 uniques)	25353 (643 uniques)	25353 (517 uniques)	25024 (509 uniques)	25024 (509 uniques)	3700 (466 uniques)	3700 (466 uniques)	3692 (460 uniques)
105204	75159	36639	36639	36639 (19181 uniques)	33362 (806 uniques)	27748 (510 uniques)	27748 (496 uniques)	27748 (496 uniques)	27748 (496 uniques)	27748 (496 uniques)	27748 (464 uniques)	24750 (439 uniques)	24750 (439 uniques)	3700 (352 uniques)	3700 (352 uniques)	3647 (309 uniques)
105205	49544	39818	39818	39818 (10417 uniques)	38678 (218 uniques)	37487 (156 uniques)	37487 (150 uniques)	37408 (145 uniques)	37408 (145 uniques)	37408 (145 uniques)	37408 (125 uniques)	3787 (118 uniques)	3787 (118 uniques)	3700 (118 uniques)	3700 (118 uniques)	3700 (118 uniques)
105206	40827	32492	32492	32492 (7038 uniques)	32068 (34 uniques)	28216 (25 uniques)	28189 (22 uniques)	28189 (22 uniques)	28189 (22 uniques)	28189 (22 uniques)	28189 (22 uniques)	27680 (17 uniques)	27680 (17 uniques)	3700 (13 uniques)	3700 (13 uniques)	3700 (13 uniques)
105207	71927	57503	57503	57503 (32679 uniques)	54156 (1440 uniques)	44290 (1098 uniques)	44277 (1059 uniques)	44265 (1058 uniques)	44265 (1058 uniques)	44265 (1058 uniques)	44265 (799 uniques)	44125 (793 uniques)	44125 (793 uniques)	3700 (644 uniques)	3700 (644 uniques)	3669 (618 uniques)
105208	48743	39357	39357	39357 (19116 uniques)	38220 (1266 uniques)	34953 (1098 uniques)	34948 (1081 uniques)	34929 (1080 uniques)	34929 (1080 uniques)	34929 (1080 uniques)	34929 (891 uniques)	34632 (878 uniques)	34632 (878 uniques)	3700 (723 uniques)	3700 (722 uniques)	3608 (652 uniques)
105209	2545	1287	1287	1287 (1050 uniques)	837 (60 uniques)	510 (31 uniques)	510 (31 uniques)	510 (31 uniques)	510 (31 uniques)	510 (31 uniques)	510 (31 uniques)	490 (30 uniques)	490 (30 uniques)	/	/	/
105210	39333	28100	28100	28100 (16048 uniques)	26350 (888 uniques)	22240 (661 uniques)	22237 (652 uniques)	22226 (650 uniques)	22226 (650 uniques)	22226 (650 uniques)	22226 (557 uniques)	22087 (547 uniques)	22087 (547 uniques)	3700 (469 uniques)	3700 (469 uniques)	3661 (439 uniques)
105211	55931	43797	43797	43797 (9674 uniques)	42708 (117 uniques)	42210 (100 uniques)	42152 (94 uniques)	42086 (90 uniques)	42086 (90 uniques)	42086 (90 uniques)	42086 (71 uniques)	1428 (63 uniques)	1428 (63 uniques)	/	/	/
105212	43957	35286	35286	35286 (22590 uniques)	32318 (932 uniques)	25275 (704 uniques)	25275 (679 uniques)	25275 (679 uniques)	25275 (679 uniques)	25275 (679 uniques)	25275 (567 uniques)	25173 (560 uniques)	25173 (560 uniques)	3700 (501 uniques)	3700 (501 uniques)	3691 (494 uniques)
105213	53052	43591	43591	43591 (7872 uniques)	43130 (48 uniques)	42899 (42 uniques)	42899 (39 uniques)	42847 (38 uniques)	42847 (38 uniques)	42847 (38 uniques)	42847 (31 uniques)	741 (26 uniques)	741 (26 uniques)	/	/	/
105214	9156	6849	6849	6849 (2804 uniques)	6702 (72 uniques)	6630 (67 uniques)	6630 (67 uniques)	6630 (67 uniques)	6630 (67 uniques)	6630 (67 uniques)	6630 (60 uniques)	6584 (58 uniques)	6584 (58 uniques)	3700 (58 uniques)	3700 (58 uniques)	3700 (58 uniques)
105215	54541	44552	44552	44552 (9896 uniques)	44023 (96 uniques)	43591 (85 uniques)	43574 (81 uniques)	43516 (78 uniques)	43516 (78 uniques)	43516 (78 uniques)	43516 (63 uniques)	1800 (54 uniques)	1800 (54 uniques)	/	/	/
105216	218274	177443	177443	177443 (104461 uniques)	170606 (1859 uniques)	145788 (1824 uniques)	145728 (1661 uniques)	143220 (1627 uniques)	143220 (1627 uniques)	143220 (1627 uniques)	143220 (1010 uniques)	142473 (989 uniques)	142473 (989 uniques)	3700 (633 uniques)	3700 (633 uniques)	3665 (605 uniques)
105217	43248	33470	33470	33470 (21468 uniques)	30499 (894 uniques)	23960 (660 uniques)	23956 (641 uniques)	23956 (641 uniques)	23956 (641 uniques)	23956 (641 uniques)	23956 (520 uniques)	23754 (511 uniques)	23754 (511 uniques)	3700 (467 uniques)	3700 (467 uniques)	3681 (452 uniques)
105218	70529	58142	58142	58142 (25270 uniques)	54526 (820 uniques)	48910 (539 uniques)	48791 (522 uniques)	48363 (507 uniques)	48363 (507 uniques)	48363 (507 uniques)	48363 (469 uniques)	47772 (446 uniques)	47772 (446 uniques)	3700 (294 uniques)	3700 (294 uniques)	3677 (274 uniques)
105219	34279	28139	28139	28139 (6154 uniques)	27806 (25 uniques)	26582 (28 uniques)	26582 (24 uniques)	26582 (24 uniques)	26582 (24 uniques)	26582 (24 uniques)	26582 (16 uniques)	26520 (13 uniques)	26520 (13 uniques)	3700 (11 uniques)	3700 (11 uniques)	3700 (11 uniques)
105220	54425	42010	42010	42010 (10753 uniques)	41135 (189 uniques)	40209 (173 uniques)	40129 (160 uniques)	40012 (147 uniques)	40012 (147 uniques)	40012 (147 uniques)	40012 (103 uniques)	7805 (86 uniques)	7805 (86 uniques)	3700 (85 uniques)	3700 (85 uniques)	3696 (83 uniques)
105221	48221	38657	38657	38657 (6688 uniques)	38278 (29 uniques)	38189 (24 uniques)	38138 (20 uniques)	38071 (18 uniques)	38071 (18 uniques)	38071 (18 uniques)	38071 (14 uniques)	119 (10 uniques)	119 (10 uniques)	/	/	/
105222	41140	34812	34812	34812 (19250 uniques)	32747 (869 uniques)	28294 (690 uniques)	28284 (669 uniques)	28284 (669 uniques)	28284 (669 uniques)	28284 (669 uniques)	28284 (548 uniques)	28173 (542 uniques)	28173 (542 uniques)	3700 (465 uniques)	3700 (465 uniques)	3696 (461 uniques)
105223	74985	60722	60722	60722 (19463 uniques)	59929 (155 uniques)	59113 (183 uniques)	59113 (155 uniques)	58183 (122 uniques)	58183 (122 uniques)	58183 (122 uniques)	58183 (75 uniques)	58049 (68 uniques)	58049 (68 uniques)	3700 (60 uniques)	3700 (60 uniques)	3698 (59 uniques)
105224	51750	40968	40968	40968 (14282 uniques)	39227 (493 uniques)	36631 (354 uniques)	36631 (347 uniques)	36579 (344 uniques)	36579 (344 uniques)	36579 (344 uniques)	36579 (298 uniques)	9630 (292 uniques)	9630 (292 uniques)	3700 (287 uniques)	3700 (287 uniques)	3684 (277 uniques)
105225	75105	59085	59085	59085 (37720 uniques)	54038 (1362 uniques)	41017 (1005 uniques)	41007 (967 uniques)	41007 (967 uniques)	41007 (967 uniques)	41007 (967 uniques)	41007 (766 uniques)	40739 (760 uniques)	40739 (760 uniques)	3700 (623 uniques)	3700 (623 uniques)	3671 (601 uniques)
105226	64147	50618	50618	50618 (20915 uniques)	48522 (362 uniques)	46396 (307 uniques)	46309 (284 uniques)	46031 (272 uniques)	46031 (272 uniques)	46031 (272 uniques)	46031 (214 uniques)	44468 (177 uniques)	44468 (177 uniques)	3700 (128 uniques)	3700 (128 uniques)	3699 (127 uniques)
105227	52070	31810	31810	31810 (16808 uniques)	30269 (1337 uniques)	26181 (1055 uniques)	26169 (1045 uniques)	26149 (1043 uniques)	26149 (1043 uniques)	26149 (1043 uniques)	26149 (955 uniques)	23603 (926 uniques)	23603 (926 uniques)	3700 (791 uniques)	3700 (791 uniques)	3548 (681 uniques)
105228	102067	81412	81412	81412 (24977 uniques)	80149 (174 uniques)	78919 (195 uniques)	78902 (163 uniques)	77828 (120 uniques)	77828 (120 uniques)	77828 (120 uniques)	77828 (75 uniques)	77591 (71 uniques)	77591 (71 uniques)	3700 (56 uniques)	3700 (56 uniques)	3700 (56 uniques)
105229	37115	31072	31072	31072 (5869 uniques)	30846 (35 uniques)	30778 (33 uniques)	30772 (30 uniques)	30718 (27 uniques)	30718 (27 uniques)	30718 (27 uniques)	30718 (23 uniques)	354 (19 uniques)	354 (19 uniques)	/	/	/
105230	48395	39941	39941	39941 (25558 uniques)	35981 (1516 uniques)	26339 (1038 uniques)	26320 (1026 uniques)	26251 (1023 uniques)	26251 (1023 uniques)	26251 (1023 uniques)	26251 (925 uniques)	25655 (877 uniques)	25655 (877 uniques)	3700 (730 uniques)	3700 (730 uniques)	3517 (592 uniques)
105231	39326	31275	31275	31275 (14826 uniques)	28667 (394 uniques)	26691 (289 uniques)	26652 (276 uniques)	26589 (273 uniques)	26589 (273 uniques)	26589 (273 uniques)	26589 (234 uniques)	26324 (220 uniques)	26324 (220 uniques)	3700 (171 uniques)	3700 (171 uniques)	3684 (158 uniques)
105232	53627	43530	43530	43530 (27408 uniques)	40031 (1020 uniques)	29933 (739 uniques)	29902 (704 uniques)	29902 (704 uniques)	29902 (704 uniques)	29902 (704 uniques)	29902 (549 uniques)	29809 (547 uniques)	29809 (547 uniques)	3700 (488 uniques)	3700 (488 uniques)	3696 (485 uniques)
105233	41703	33512	33512	33512 (21862 uniques)	29893 (989 uniques)	21424 (676 uniques)	21411 (656 uniques)	21411 (656 uniques)	21411 (656 uniques)	21411 (656 uniques)	21411 (560 uniques)	21289 (557 uniques)	21289 (557 uniques)	3700 (509 uniques)	3700 (509 uniques)	3673 (489 uniques)
105234	45803	37875	37875	37875 (8526 uniques)	37513 (78 uniques)	35344 (71 uniques)	35263 (65 uniques)	35072 (53 uniques)	35072 (53 uniques)	35072 (53 uniques)	35072 (53 uniques)	34531 (49 uniques)	34531 (49 uniques)	3700 (28 uniques)	3700 (28 uniques)	3698 (26 uniques)
105235	85518	68752	68752	68752 (11685 uniques)	68158 (66 uniques)	67910 (55 uniques)	67910 (51 uniques)	67831 (47 uniques)	67831 (47 uniques)	67831 (47 uniques)	67831 (34 uniques)	550 (24 uniques)	550 (24 uniques)	/	/	/
105236	42906	34420	34420	34420 (22029 uniques)	31216 (919 uniques)	24005 (656 uniques)	23959 (634 uniques)	23959 (634 uniques)	23959 (634 uniques)	23959 (634 uniques)	23959 (537 uniques)	23839 (534 uniques)	23839 (534 uniques)	3700 (479 uniques)	3700 (479 uniques)	3683 (465 uniques)
105237	57885	45486	45486	45486 (9949 uniques)	44337 (125 uniques)	43733 (102 uniques)	43733 (98 uniques)	43657 (95 uniques)	43657 (95 uniques)	43657 (95 uniques)	43657 (75 uniques)	1481 (67 uniques)	1481 (67 uniques)	/	/	/
105238	36642	29007	29007	29007 (10784 uniques)	27594 (290 uniques)	25618 (214 uniques)	25618 (207 uniques)	25583 (203 uniques)	25583 (203 uniques)	25583 (203 uniques)	25583 (165 uniques)	7575 (158 uniques)	7575 (158 uniques)	3700 (157 uniques)	3700 (157 uniques)	3697 (155 uniques)
105239	18957	14527	14527	14527 (4277 uniques)	14136 (27 uniques)	11751 (21 uniques)	11751 (21 uniques)	11751 (21 uniques)	11751 (21 uniques)	11751 (21 uniques)	11751 (21 uniques)	11651 (17 uniques)	11651 (17 uniques)	3700 (17 uniques)	3700 (17 uniques)	3696 (15 uniques)
105240	34728	27640	27640	27640 (11074 uniques)	25635 (329 uniques)	23063 (217 uniques)	23063 (211 uniques)	23038 (209 uniques)	23038 (209 uniques)	23038 (209 uniques)	23038 (189 uniques)	5046 (180 uniques)	5046 (180 uniques)	3700 (179 uniques)	3700 (179 uniques)	3697 (177 uniques)
105241	80007	65574	65574	65574 (10488 uniques)	65106 (32 uniques)	64996 (30 uniques)	64996 (28 uniques)	64962 (27 uniques)	64962 (27 uniques)	64962 (27 uniques)	64962 (20 uniques)	233 (15 uniques)	233 (15 uniques)	/	/	/
105242	35019	28404	28404	28404 (14059 uniques)	27229 (451 uniques)	24959 (362 uniques)	24926 (339 uniques)	24926 (339 uniques)	24926 (339 uniques)	24926 (339 uniques)	24926 (265 uniques)	24775 (261 uniques)	24775 (261 uniques)	3700 (234 uniques)	3700 (234 uniques)	3678 (219 uniques)
105243	35905	28198	28198	28198 (18338 uniques)	25706 (715 uniques)	19876 (521 uniques)	19876 (508 uniques)	19876 (508 uniques)	19876 (508 uniques)	19876 (508 uniques)	19876 (413 uniques)	19644 (409 uniques)	19644 (409 uniques)	3700 (385 uniques)	3700 (385 uniques)	3686 (375 uniques)
105244	49515	39923	39923	39923 (15127 uniques)	39233 (182 uniques)	38238 (171 uniques)	38238 (159 uniques)	37998 (144 uniques)	37998 (144 uniques)	37998 (144 uniques)	37998 (93 uniques)	37397 (89 uniques)	37397 (89 uniques)	3700 (75 uniques)	3700 (75 uniques)	3697 (73 uniques)
105245	43706	35059	35059	35059 (22636 uniques)	32114 (905 uniques)	24461 (663 uniques)	24451 (647 uniques)	24451 (647 uniques)	24451 (647 uniques)	24451 (647 uniques)	24451 (522 uniques)	23977 (518 uniques)	23977 (518 uniques)	3700 (459 uniques)	3700 (459 uniques)	3686 (447 uniques)
105246	27821	21959	21959	21959 (6067 uniques)	21429 (46 uniques)	17440 (38 uniques)	17240 (28 uniques)	17240 (28 uniques)	17240 (28 uniques)	17240 (28 uniques)	17240 (26 uniques)	15516 (23 uniques)	15516 (23 uniques)	3700 (21 uniques)	3700 (21 uniques)	3697 (19 uniques)
105247	41203	32280	32280	32280 (6138 uniques)	31857 (37 uniques)	31741 (33 uniques)	31700 (29 uniques)	31675 (26 uniques)	31675 (26 uniques)	31675 (26 uniques)	31675 (22 uniques)	555 (16 uniques)	555 (16 uniques)	/	/	/
105248	76823	62202	62202	62202 (14062 uniques)	61255 (217 uniques)	60208 (189 uniques)	60132 (179 uniques)	59952 (168 uniques)	59952 (168 uniques)	59952 (168 uniques)	59952 (124 uniques)	8108 (112 uniques)	8108 (112 uniques)	3700 (111 uniques)	3700 (111 uniques)	3694 (105 uniques)
105249	35563	29031	29031	29031 (9999 uniques)	28539 (103 uniques)	27586 (108 uniques)	27586 (87 uniques)	27485 (82 uniques)	27485 (82 uniques)	27485 (82 uniques)	27485 (47 uniques)	27172 (44 uniques)	27172 (44 uniques)	3700 (35 uniques)	3700 (35 uniques)	3700 (35 uniques)
105250	136704	110951	110951	110951 (20987 uniques)	109846 (209 uniques)	108827 (197 uniques)	108814 (189 uniques)	108518 (173 uniques)	108518 (173 uniques)	108518 (173 uniques)	108518 (120 uniques)	6468 (98 uniques)	6468 (98 uniques)	3700 (98 uniques)	3700 (98 uniques)	3692 (92 uniques)
105251	102604	82290	82290	82290 (25926 uniques)	81329 (288 uniques)	78914 (301 uniques)	78811 (255 uniques)	77625 (217 uniques)	77625 (217 uniques)	77625 (217 uniques)	77625 (124 uniques)	77381 (121 uniques)	77381 (121 uniques)	3700 (79 uniques)	3700 (79 uniques)	3690 (71 uniques)
